No.,都道府県,自治体,親の年代,性別,子どもの数,妊娠中,未就学(保育園、幼稚園等),小学生,中学生,高校生,大学生・大学院生,就職・その他,子ども世代,意見,備考,,,,,,,,,,,,
2594,千葉県,松戸市,40〜49歳,女性,2,0,0,2,0,0,0,,小学生 ,教育資金不足,,,,,,,,,,,,,
2595,東京都,国分寺市,30〜39歳,女性,1,1,0,0,0,0,0,,妊娠中 ,"教育費、入学費制服代等々が高額すぎる。妊婦健診は毎回助成だけでは足りない。出産費用は20万は自己負担。ファミサポもベビーシッターも、サービスがあっても結局高額で気軽に使えない。自分の生活や奨学金、将来の介護も考えないといけないのに、
ジジババの社会保障や居眠り議員・役に立たない議員・綺麗事と文句ばかりで何もしない野党のためにお金を取られたくない。
議員定数減らして子育て世帯に回してほしい。
とりあえず歳費渡して不明瞭な会計をするのをやめてほしい。
使用分の領収書提出、精算。これが一般企業の在り方です。
もう十分お金もらったでしょ？
まだ若い人からお金取るの？
誰のおかげで生活できてるの？
議員にとっての顧客は国民でしょ？
机上の空論ばかりで高給取りのおじさん達が保育園やベビーシッター、学校で働けばいい。現場を知ってほしい。役に立って。",,,,,,,,,,,,,
2596,北海道,札幌,30〜39歳,女性,2,0,0,2,0,0,0,,小学生 ,子供の児童手当は出ていますが、義務教育でも何かとお金がかかるので(給食費、水着、学用品、学校の授業で使うスキー道具一式など)、将来の為の貯蓄が全然できません。,,,,,,,,,,,,,
2597,千葉県,白井市,40〜49歳,女性,2,0,0,2,0,0,0,,小学生 ,"大学の学費が用意できるのか不安。
小学校の英語。中学入学時点で単語700個習得してる前提って。小学校のお遊び英語では、通塾できる恵まれた環境にある子しか芽が出ないのでは。
PTA活動をしている時間的、経済的余裕がない。会費引かれてるけど、誰の既得権益？
小中学校の先生、激務で大変そう。とにかく疲弊している。
1学級40人とか、狂ってると思う。少人数にしてほしい。
１人1台、貸してもらっているタブレット。ほとんど出番がなく、もったいない…。
白井市幼稚園等送迎ステーション、利用者から料金を徴収しても良いのでは。学童や幼稚園の預かり保育は有料なのに、なぜここは利用料無料なのか。一部のラッキーな人が税金の恩恵を受け不公平。",,,,,,,,,,,,,
2598,福島県,二本松市,50〜59歳,男性,0,0,0,0,0,0,0,,,大学の学費が高くて、困っている。又、大学は学力に関係なく、望めば誰でも学べるようにするべきだと思う。それこそが、日本や世界の繁栄を支える礎になると思う。,,,,,,,,,,,,,
2599,大阪府,大阪市,40〜49歳,女性,2,0,0,2,0,0,0,,小学生 ,"障害児の福祉サービスに対する所得制限。
子どもの医療費助成の所得制限。
",,,,,,,,,,,,,
2600,東京都,大田区,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,"保育園の待機児童の数字は減ってきているが、希望する園に入れるとは限らない状況はより改善されると良いと思います。
また、就労状況に関わらず保育園や保育施設が利用できるような仕組み作りがあると良いと思います。
共働き、核家族などの状況に合わせて、産後ケアを充実させること。
幼児虐待など悲しいニュースも見ますが、フィンランドのネウボラ制度など各家庭に寄り添った支援も必要と感じます。
子育て世帯を分断せず、社会で子育てできる環境になればと思います。",,,,,,,,,,,,,
2601,神奈川県,,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,子育てしながら働く人への支援が不足してる。子育ては、ペナルティなのか？,,,,,,,,,,,,,
2602,兵庫県,西宮市,30〜39歳,女性,1,1,0,0,0,0,0,,妊娠中 ,"パート勤務ですが、10月より社会保険料が増え扶養控除もなくなり手取りがどんどん減って不安しかありません。
しかし社員になるには土日、早朝、夜勤務が必要なため育児中は無理。
現在妊娠中ですが夫の会社も育休は取りづらく、しかし取るなとも言えないのか中途半端に2週間のみ。給料も上がらず手取りがじわじわ減っていくのみ。
子どもを育てる為の必需品にも消費税がかかり、少子化を加速させたいとしか思えません。
出産一時金を増やしたところでなんなのでしょう。育てることにお金がかかるのは誰だって分かります。",,,,,,,,,,,,,
2603,神奈川県,藤沢市,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,"うわべではインクルーシブ教育とかうたっていても、1対多のクラス運営は変わらないし、部活動含めて教師の処遇も働き方も改善されない。口で言うだけて、中身は何も変わっていない。もっと危機感をもって根本的な仕組みを変えてほしい。
世の中は加速度的に変化してるのに、未だに知識偏重、偏差値のみによる進学先振り分け等昭和のやり方が継続されている。親世代の教育手法から何も進化してない。まず子供たちよりも先に教育に携わる大人の意識をアップデートすることが急務。",,,,,,,,,,,,,
2604,東京都,大田区,40〜49歳,女性,3,0,0,2,1,0,0,,小学生 中学生 ,"教育費が高いです
塾に行く、大学は私立に行く、事も想定しておかなければならず、親は稼ぐために働き続けなければならない。
育児のため仕事はマミートラックに乗せられてしまって悲しい。育児にメリットがなければ子供を産もうとしなくなると思います。",,,,,,,,,,,,,
2605,愛知県,,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,年少扶養控除がない、医療や手当・授業料無償への所得制限,,,,,,,,,,,,,
2606,福井県,来年度、子が就学するときは大阪です,30〜39歳,女性,0,0,0,0,0,0,0,,,"来年度就学にあわせて引っ越しですが、転居先はコロナのワクチン接種率が低く、今までの感染者数も死者数も多く、近隣の市長はデマを堂々と配布し申請しないと接種券ももらえない地域なので不安。
小学校受験か中学校受験しないと、公立の小中学が教員の激務や人手不足で、今後学校がどうなるのか不安と思う状況が嫌だと思います。受験させるなら学費もかかるし経済的にも厳しいです。",,,,,,,,,,,,,
2607,神奈川県,川崎市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,あらゆる補助の所得制限。なぜ稼がない方が得になるのか。また子供が早生まれなだけで子ども手当貰えない&扶養控除なしもおかしい。望むのは年少控除の復活。,,,,,,,,,,,,,
2608,神奈川県,鎌倉市,30〜39歳,女性,2,0,0,2,0,0,0,,小学生 ,児童手当、所得制限があるのはなぜですか？女性は子を持つと仕事との両立に悩まされますが、それでも家族を養うため身を削って働きます。それなのに所得が上がったら今度は所得制限でもらえるはずの手当がもらえない。これでは女性の社会進出は臨めません。政府は女性をどうしたいのでしょう？子を生み働いてほしいなら、女性が働けるように努力してください。,,,,,,,,,,,,,
2609,東京都,江東区,30〜39歳,男性,0,0,0,0,0,0,0,,,住む地区によって、サポートする制度が異なる。国政が地政に任せきりで子育てに関心がない気がする。防衛費には膨大な予算をつけようとするのに、教育には予算をつけない国政はおかしい。,,,,,,,,,,,,,
2610,東京都,杉並区,40〜49歳,男性,0,0,0,0,0,0,0,,,所得制限を本当にやめてほしい。年収1億の人を制限するならまだわかりますが、東京都内に住んでいて共働きで世帯年収1000万円は普通の中流家庭で余裕なんて全くありません。子どものために努力してるのに、その結果が所得制限…。絶対におかしい!,,,,,,,,,,,,,
2611,福岡県,福岡市,30〜39歳,女性,0,0,0,0,0,0,0,,,教育費が高すぎます。中卒で仕事なんてほとんどないのに義務教育が中学生までなのは納得いきません。せめて高校まで義務教育化していただきたいです。,,,,,,,,,,,,,
2612,東京都,狛江市,20〜29歳,女性,0,0,0,0,0,0,0,,,"育休3歳までとれるのに手当は出ない
保育園いくのに仕事はフルでは難しい上に保育料が高い　3歳まで保育料が無料じゃない
希望の保育園に入りずらい
所得制限ありきの支援　貧困対策と子育て支援は別に
出産に関する費用は保険適応に",,,,,,,,,,,,,
2613,東京都,江東区,40〜49歳,女性,2,0,0,1,1,0,0,,小学生 中学生 ,学費、学校関係費用の負担増加。1000万円前後の所得制限により、子供に対して何も補助金がない事に怒りを感じる。子供に、対する補助は平等であるべき。所得制限を設けるなら、年収5000万円以上などのあきらかな高額所得者で制限するべき。日本の国策は、実は少子化大歓迎なのでは…と思う。また、日本の未来をになう子供達の教育にかかわる全てのプロの職業の方(保育園、幼稚園、小学校、中学校、高校、大学の先生方や学童の先生)の給与も見合ったものにして欲しいし、授業に力を注げるように、報告や作成など他の人に任せられるなら派遣社員や引退した高齢者などを雇用したり対策を考えて実行して欲しい。我が子や孫だったら…と考えて欲しいですし、最初に議員を志した時の事を思い出して欲しいです。期待しています！,,,,,,,,,,,,,
2614,福岡県,,30〜39歳,女性,0,0,0,0,0,0,0,,,"出産費用が保険きかないこと
保育料が高すぎること
自治体によって得られる制度が違うこと
明石市にできて国にできないのはなぜか
子供はどんどん大きくなって色んなものを買い直したり、食費も増えてお金がかかるのに収入は増えないし物価は上がるしで家計が国からも苦しめられる",,,,,,,,,,,,,
2615,大阪府,豊中,30〜39歳,女性,0,0,0,0,0,0,0,,,保育園が決まらず働けない。育休の期間が短いので希望園以外に無理矢理入れなければならない場合がある。,,,,,,,,,,,,,
2616,神奈川県,厚木市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,"子育てする上で将来の学費や子供達を養う上で必要な生活費を稼ぐためにフルタイムで働かなければ足りないくらいなのに、
子供の都合に合わせながら家庭と仕事を両立しようとすると非正規のパートタイムにならざるを得ません。

子供には障害があり学校との連携が必要なため平日週一回は休む必要があります。
また、子供が幼いためすぐ熱を出すリスクがありますが病児保育が不足していることと、子供の病欠に理解のある職場を探すことが難しく、できる仕事がかなり限られてしまいます。
私はIT業界のエンジニアでしたが、
納期のある仕事はできないとキャリアを諦めざるを得ませんでした。悔しいです。

3人の子を育てながらパートで仕事すると私は月10万以下の給与となります。
夫は正社員で安定した仕事をしているため何とかやっていけてますが、それでも将来の学費を考えると全然足りません。

子供を産んだことに後悔は1ミリもありませんが、
子供を産むことでこんなに社会からのけ者にされた気持ちになることは知りませんでした。

子供にかかる費用を考えたら子供は1人2人が精一杯という意見をリアルでもネットでもよく聞きます。

3人も産んだ私は間違っているのか？
罪でも犯しているのか？と、
悲しい気持ちになることもあります。

せめて学費の心配をせずに子育てできたらと思います。

そもそも日本の大学は費用がかかりすぎです。

親にここまで学費の負担を強いる社会は健全と思えません。
",,,,,,,,,,,,,
2617,愛知県,江南市,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,"夏休みの学童に弁当持ちが大変です。
県境に住んでるので、今から高校受験が不安。選択肢がみんなの半分しかない。(公立に行かせたいから)",,,,,,,,,,,,,
2618,東京都,江東区,30〜39歳,女性,0,0,0,0,0,0,0,,,児童手当などの行政からのサポートがどんどん減らされ、短期間で劣化しているので将来への不安が大きい。急遽、通院が必要になった時などに子どもを預けられる場所がない。授乳中で頻繁に乳腺炎になってしまうにもかかわらず、保険適用が4回までと制限があり、経済的に負担が大きい。,,,,,,,,,,,,,
2619,千葉県,木更津市,30〜39歳,女性,2,1,0,1,0,0,0,,妊娠中 小学生 ,10月に出産を控えています。夫の会社も育児休暇を取り入れ始めるので是非取りたいのですが、収入が約5-6割に下がってしまうことで躊躇しています。もっと育児休業給付金の割合を上げていかないと男性育児休暇は増えていかないと思います。,,,,,,,,,,,,,
2620,岡山県,岡山市,30〜39歳,女性,0,0,0,0,0,0,0,,,育児は女性がするものという考えが根強い,,,,,,,,,,,,,
2621,東京都,三鷹市,30〜39歳,女性,0,0,0,0,0,0,0,,,子育てに関する所得制限。子供手当、医療費、幼稚園の補助金、今後も高校の学費や奨学金とあらゆる子育てに関する手当で所得制限を受けると思うと本当に暗い気持ちになる。3人目を産むと言う選択肢はなくなってしまった。少子化対策をするならまずは子供に対する手当は一律にするべきだと思う。,,,,,,,,,,,,,
2622,群馬県,,30〜39歳,女性,0,0,0,0,0,0,0,,,"所得制限によって低所得者層は学費免除などどんどん優遇され、高所得者層は何も免除されず、それどころか子供手当不支給や控除もなく税金の負担増。子ども手当が不支給になり、教育資金にあてていたのでその分をどうにか工面しなくてはならない。将来的な学費を出せなくなるからと妊活もストップを出された。
なぜ親の所得で子供の選択肢を減らすようなことをするのか疑問。低所得者層は嬉しいだろうが。納税させられるばかりで何も還元されず。日本から出て行きたくなる。
日本の政治家は子育て支援においては愚策ばかりで、本気で子供増やす気なんてないのだなと思う。",,,,,,,,,,,,,
2623,東京都,武蔵野市,30〜39歳,女性,1,1,0,0,0,0,0,,妊娠中 ,日本の少子化を本気でとめるつもりがあるとは思えない。経済的負担であるというイメージの払拭に全力投球すべき。今政治に携わる人のほとんどは少子化により困ることはなく、現実的に考えていないのではないか。,,,,,,,,,,,,,
2624,香川県,高松市,20〜29歳,女性,0,0,0,0,0,0,0,,,"・11月に出産を控えています。出産一時金の42万円では出産費用に到底足りません。出産してからもたくさんお金がかかります。「妊娠は病気じゃないから」という考えを改めて保険適用化や無償化してほしいです。出産する前からお金の事が心配でたまりません。
・働く妊婦さんが産前休に入るのが遅すぎると思います。6週、または8週前からとなっていますが、妊娠は身体が重たいだけではありません。腰痛や頻尿その他マイナートラブルだらけでまともに働ける状態ではありません。もっと前から休めるなら休みたいです。制度として22週あたりから休めるようにしてほしいです。",出産一時金増額のニュースで2022年度に出産される妊婦さんは落胆しています。来年度から施行とのことですが、本年度分も支給いただけるようにお願いしたいです。,,,,,,,,,,,,
2625,東京都,,40〜49歳,男性,0,0,0,0,0,0,0,,,全体的に高齢者への社会保障が手厚すぎるのではないか、高齢者の負担を増やし、その分を子どもへの支出を増やすべき。保育士や小中学校の教師の待遇を改善（賃金のアップや時間外労働の削減等）すべき。新幹線に子ども専用車両を設置すべき。ミルクやおむつなど、子育てをするにあたって必要な支出は国レベルで何らかの支援が必要ではないか。,,,,,,,,,,,,,
2626,福岡県,福岡県久留米市,20〜29歳,男性,0,0,0,0,0,0,0,,,必需品であるオムツに税金がかかること　出産費用やそれまでの通院代がすんでる地域により格差がある　産んだ後の手当ても格差が大きく自治体によっては負担がちがう　チャイルドシートやファミリーカーなどが必要な割には経費がかかりすぎる　所得によっての制限や、扶養控除がないことが違和感,,,,,,,,,,,,,
2627,兵庫県,西宮市,30〜39歳,女性,0,0,0,0,0,0,0,,,授かるのであれば3人目4人目と欲しいのに、国の金銭的な支援が乏しく諦めなくてはならない現状。,,,,,,,,,,,,,
2628,千葉県,旭,30〜39歳,女性,0,0,0,0,0,0,0,,,"子育て世代への予算の無さ。所得制限。田舎では公園が取り壊されるばかりで、新しい物がない。
支援センター員の頼りなさ。",,,,,,,,,,,,,
2629,東京都,江東区,30〜39歳,女性,0,0,0,0,0,0,0,,,こども園で先生の人手不足を理由に、保護者が園の仕事を手伝っている。園イベント（複数）の主催、準備、片付けにとどまらず、園からのお知らせや園の先生のリスト作りまで。なぜ保護者が？と聞くと、先生の負担を減らさないと先生が辞めちゃうからだそうです。そのために保護者は自分の子供をよそに預けたり、仕事を休んだりしている。本末転倒。,,,,,,,,,,,,,
2630,東京都,日野市,30〜39歳,女性,0,0,0,0,0,0,0,,,所得制限をなくして欲しい。,,,,,,,,,,,,,
2631,長崎県,佐世保市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,"・保育園の待機児童。
保育園に受からないと仕事できないのに、仕事してない母親は保育園に入れない。先に就活をすると「保育園決まってから来てください」と言われ受からない矛盾。
・所得制限。親の収入に限らず、子供は平等に国から援助されるべき。
・配偶者控除の見直し。
子供が障がい者で働けない、子供が待機児童で働けない親もいるのに配偶者控除はやめないでほしい。
・教育費の高騰。
義務教育であるはずの小・中学校でも備品購入や制服、給食費などでかなりお金がかかり、苦しい。大学の奨学金制度もおかしい。せめて全て無利子にすべき。
・学童の待機児童
保育園や幼稚園の時に働いてた母親が、小学校の学童に入れず仕事を辞めざるをえなくなるという話をよく聞く。
・養育費の未払い
離婚後に養育費が支払われなくなる割合が多すぎる。貧困に繋がる。養育費は元配偶者へ振り込みむのではなく自治体や国に振り込み、自治体や国が相手へ支払う仕組みにしてほしい。
・国が子供へ回すお金が少なすぎる
・税金や物価上昇で手に残るお金がほとんどないのに、子供を産んで育てるのは厳しい。
・これらを考えると、どう見ても国が少子化を推奨してるようにしか見えない。こんな国でこの先子供を育てていけると思えない。だから本当はもっと産みたいけど子供は1人で諦めた、と言う人も多い。私も金銭的な不安から子供は2人までと決めたし、2人もちゃんと育てられるか(将来の金銭的な面で)とても不安。
本当に本当に、根本から見直してほしい。",,,,,,,,,,,,,
2632,東京都,,30〜39歳,女性,0,0,0,0,0,0,0,,,働きたくても保育園は就職が決まってからじゃないと入園できず、預け先が決まってからでなければ就職ができないという矛盾。子ども手当等の所得制限。,,,,,,,,,,,,,
2633,北海道,恵庭市,30〜39歳,女性,0,0,0,0,0,0,0,,,経済的に厳しい。子育ての必需品（チャイルドシートやオムツ、子供服、保育園で使う水筒等諸々の物品…）の軽減税率の適用等、子育て世帯の経済的支援が必要！フルタイム共働きだが昇給も見込めず、物価は上がるばかり。将来行きたい学校に行かせてあげたいと思うと2人目は諦めざるをえない。,,,,,,,,,,,,,
2634,千葉県,,20〜29歳,女性,2,1,0,1,0,0,0,,妊娠中 小学生 ,"産後ケア施設の少なさ、高額すぎる。
所得制限。子育て世代への予算が少ない事。
老人ばかりなにかしらあること。政治家の頭がおかしい","産後ケアが地域によって補助金が出たり、出なかったり…自費の場合もあり困る。
都心ではそういった免除もある中、地方一帯ではそういう事すらない。
また、産婦人科が少なく、分娩を取り扱っていないところも増えている。

公園も壊されるばかりで、新設されない。
子供達はどこで遊べばよいのか？？
老人の施設やパークゴルフ場ばっかつくる予算はあっても、子供には貢献されない。
今後の未来を担っていく子供達こそ、還元されるべきだ！",,,,,,,,,,,,
2635,東京都,世田谷区,30〜39歳,女性,0,0,0,0,0,0,0,,,子どもを産むことに希望を感じられない。経済的な不安が気になってしまう。,,,,,,,,,,,,,
2636,北海道,,30〜39歳,女性,0,0,0,0,0,0,0,,,"育児休業が最初から3年ではないこと。
保育園など受け皿がないなら手当がなくても良いので3歳まで育児休業を取れるようにしてほしい。3歳になれば幼稚園などの他の選択肢も出てくるので行き場のない子はかなり減ると思う。",今後の不安として小学校入学時の学校以外の預け先である学童などがより多く設置されてほしい。今の学区だと学校から2キロほど離れたところに最寄りの学童保育があり小学校入学時の子供の足では遠い上安全面に不安がある。,,,,,,,,,,,,
2637,東京都,江東区,20〜29歳,女性,0,0,0,0,0,0,0,,,妊婦の健診費用・出産費用の負担額。育休手当の補償額が減っていくこと。ミルクやオムツなどの消耗品の価格。0〜2歳までの保育園料金の負担。,なし。,,,,,,,,,,,,
2638,東京都,中野区,30〜39歳,男性,0,0,0,0,0,0,0,,,"①企業に男性の育休取得率を公表させるのであれば併せて平均取得日数も公表させないと意味がない。
　企業イメージアップの為に、人事が子供の生まれた男性社員に１日２日育休取らせて取得率を嵩増しする企業が出ることは目に見えている。実際妹の勤務する会社はそれをやっているそう。
　併せて公表させないならまだ取得率公表を義務付けない方がマシ。(今後は公表しない企業は悪目立ちするから)

②時短勤務制度について、６時間勤務以外の選択肢も設けることを法律上義務化して欲しい。
　子供の保育園の送り迎えをする関係で、現在所定労働時間が７時間30分の職場で６時間の短時間勤務をしているが、実際は6時間半または７時間勤務であれば送り迎えに対応可能。しかし６時間か７時間半かしか選択肢がないので、６時間を選ばざるを得ない。
　近々フルタイムに戻したいとは思うが、30分ずつ刻むようなことが出来ず７時間半まで一足飛びでないといけないのでハードルが高い。同様の理由で不本意ながら労働時間をセーブしている子育て労働者がかなりいるのではないか。労働力の活用という点で非常に勿体ない。

③時間単位有給休暇を(労使合意があればといった条件無しの)法律上の制度として認めて欲しい。
　発熱等での保育園からの呼び出しに自分が対応することになっているが、職場には半休制度しかないので、就業１時間前にお迎え要請があった場合は２時間働き損になる。看護休暇は法律上時間単位で取得出来るが、有給にする義務はないのでどのみち働き損。
　うちの職場は時間単位有給休暇の導入を渋っているが、保育園からの呼び出し対応(および朝子供がグズって保育園に行かず出社が遅れる人もいる)を考えると本来労使合意など必要なく法律上当然に行使出来ることが好ましいと思う。",第一子誕生に伴い職場で(男女問わず)初めて育休を約11ヶ月間取得し、４月末に時短で職場復帰しました。,,,,,,,,,,,,
2639,東京都,町田市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,"親になる、子育てをするための教育制度がないために、子育てを学ぶという概念がない。
また社会全体で、子育てを共有する、アップデートをするという概念がない。
時代も家族の環境も変わったにも関わらず、何もかもが「何十年も前の昔が正しい」とされたままと感じるのが、子育てをしていて感じる率直な意見です。
既存の両親学級では「子どものお世話の方法」については教わるけれど、子育てをしていて一番ついていかないのは子育てのスキルではなく、親側の気持ちや心の状態。
特に産後直後は「赤ちゃんを死なせてはいけない」というただそれだけに必死で、体がボロボロの状態に何が正解で何が不正解かもわからない不安が押し寄せる。何かあれば「母親だから」と言われ、床上げの期間は「いつまでそうやって寝ているのか」と言われ、赤ちゃんが泣けば「母乳が出てないんでしょ、全然!」とあっけらかんと言われ…私は、ただただそう言われて耐えるしかなかったです。親になって1週間もしない状態で、体の状態も全く持って万全ではない状態で、子育てのいろはも分からなくて…「子育てをするのが不安です」と言える場所がどこにもありませんでしたし、言ってはいけないと思っていました。
今思うと、こういう環境が産後うつを生み出したり、児童虐待に繋がるのだと思っています。
その根本を解決するために必要なのが、子育てスキルをオンする(学ぶ)と同時に、子育て中の内面(心の状態やケア)についても両輪で教育する必要があると思います。「心の状態をケアできないのに、スキルを学んでも子育ては楽にはならない。」それは、現状の母親学級や両親学級、その後の産後ケアの実態を見ても感じられるのではないでしょうか。",,,,,,,,,,,,,
2640,大阪府,大阪府池田市,30〜39歳,女性,0,0,0,0,0,0,0,,,親が病院に行くために幼児を預ける場所がない。コロナ禍なので仕方ないとは思うが、幼児を連れて体調不良の中出かけるのは負担が大きすぎる。また発熱外来によっては子供を連れて行けない場合もあって困る。/病児保育、病後保育がほとんどない。地域格差をなくしてほしい。/出生率が低いと言うくせに児童手当に所得制限ができたり、どんどん子育て世帯への支援が減っている。出産一時金の上乗せなどの一時の手当てではなく、子育てが10何年以上続くものだということを考えて持続的な支援をしてほしい。/保育料が下がっているのは確かにありがたい。けれどまず保育士さんの待遇改善をもっとしてほしい。不安をかかえながら預けたくはない。/役所の幼稚園保育園担当の方、地域の担当保健師さん、公立の保育園の先生、人によって言うことが違うので戸惑うし、保健師さんに保育園のことを聞いても全くわからないことが多い。横のつながりがないのか？/女性問題と育児には密接な関わりがあると思う。そういった問題や育児のことについて前時代的な差別発言を行ったり、未成年に対して不貞を働くような議員を野放しにしないでほしい。離党すればよいという話ではない。/性教育の推進、性犯罪の加害者への治療プログラムなどを徹底してほしい。自分の子供がこの先自分と同じような被害に遭う可能性が高いと思うと耐えられない。,,,,,,,,,,,,,
2641,東京都,狛江,30〜39歳,女性,0,0,0,0,0,0,0,,,"まだ保育料が無償化されない年齢の子供の保育料、付随してこういった「無償化」などの政策が頻繁に見直しの俎上（所得制限含む）に上がって先の見通しに安定感がないこと。女性に働くことを促しているのに、なぜ3歳まで保育料は無償化されないのか？1人の子供に対して3年も育休取れる職場は多くないと思う。

子供を産んでみて「この国は子供に増えてほしくないのでは」「これからのこの国で育つことはこの子にとって不幸なのでは」と思うことが本当に多い。まだまだ長時間労働ありきで働く男性、子育て世代を重視する気がない国策などが辛く、とても2人目以降を考えられない。私の意見の是非はともかく、このアンケートで浮き彫りになった事案には真摯に受け止めて取り組んでいただきたい。",,,,,,,,,,,,,
2642,茨城県,水戸市,30〜39歳,女性,3,0,0,3,0,0,0,,小学生 ,"自立、独歩が出来ないため抱っこや、抱えて移動しないといけない毎日。子供の体は大きくなり重くもなってきている為体への負担が日に日にかかってきている。子供のことを考えると仕事もフルではできないし、将来のことを考えるともっと貯蓄をしてあげたいし、もっと自由に自分で生活できる設備を整えてあげたい。けど、根本的なお金が確保出来にくい環境になってしまっている。
おかしいと思うこと
仕方の無いことだってわかっては居るけれど、、、
独歩できてて、自立できてて、一人で移動できる
自由に遊具で遊んだり、かけっこだってできる子なのに、身体障害者手帳2級という、等級の審査？が納得いかない。
それなのにその子は産科医療補償制度の対象になっているという理不尽さ。
障害を持っている同じ親として大変さを分かち合い、共有したいこともあるし、協力出来ることはしていきたいが、その補償制度のせいで、心の中では複雑な感情が湧いてしまう。",,,,,,,,,,,,,
2643,東京都,新宿区,40〜49歳,女性,0,0,0,0,0,0,0,,,"長女を妊娠中、体調不良でも夫は仕事から毎晩深夜に帰宅し、休日は寝て過ごすか、ボランティア出勤で、家事を分担してくれることもほぼありませんでした。つわりなどで体調が不安定なときも「自分も疲れている」と言って、心配したり、代わりに家事をしてくれることもありませんでした。
出産後も家事育児のために、早く帰宅してくれることはなく、心身共に限界な中ワンオペで家事育児をしてきました。現在は時短で働きながら、家事は全て妻がしている状況が続いています。
家庭の問題もあるかもしれませんが、夫が家事育児が一切できない(しない)状況を企業や社会がつくり、その負担を家事育児をする家族が強いられています。また、配偶者がフルタイムで働きたくても、相手の職場の状況によって諦めざるを得ない現状があり、それは女性の社会進出を妨げている一因でもあります。
男性の育児休業取得について法案整備されていますが、どの職場も子育て世帯が働き易い環境になるよう、さらなる企業側への法整備をお願いします。",,,,,,,,,,,,,
2644,東京都,新宿区,40〜49歳,男性,0,0,0,0,0,0,0,,,障害者を必要以上に隔離して区別しようとしている教育はおかしい。もっと現実的な統合教育に進む努力、姿勢、実行をみせてほしい。,,,,,,,,,,,,,
2645,神奈川県,厚木市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,"教育現場や保育士の待遇改善について。
先生は人手不足で激務であることを報道でもよく目にします。
子供を守る国家資格である職業についている人が劣悪な労働環境で働いてはいけないと思います。
子供は予期せぬ行動を起こすものであり、
発達段階であることから事故や怪我の心配が絶えません。
先生が休めないままでは子供を見守る体制が取れず、子供が危険に晒されてしまうと心配しています。

また障害や特性に応じた手厚い支援を必要としている子供が増えていることもあり、
子供に関連する職業において優秀な人材を確保してほしいです。

ぜひ予算を出して教育現場や保育における人材の待遇を改善し、人材を守ってください。",,,,,,,,,,,,,
2646,山梨県,中央市,20〜29歳,女性,0,0,0,0,0,0,0,,,大学の費用を貯めることができない。生活でいっぱいいっぱいです。子育て世代に手厚い補償がほしいです。,,,,,,,,,,,,,
2647,愛知県,豊橋市,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,もう1人位自分の子を持ちたい気持ちがない訳ではないが、経済的な事や育児に対するサポートなどを考えると難しいと思い、諦めた。,,,,,,,,,,,,,
2648,京都府,京都市中京区,30〜39歳,男性,0,0,0,0,0,0,0,,,"保育の要件が厳しすぎる
2人目が産まれて大変なのに育休を取ると保育園を退所する必要があると育休が結局取りづらくなる

郵便投票の要件が厳しすぎて、産前産後で動けないお母さんの声が届かない",,,,,,,,,,,,,
2649,宮城県,仙台市,30〜39歳,女性,0,0,0,0,0,0,0,,,"所得制限のため、うちの子は子ども応援給付金はもらえませんでした。子どもへの支援に所得制限をかけないでください
",,,,,,,,,,,,,
2650,東京都,大田区,40〜49歳,女性,0,0,0,0,0,0,0,,,所得制限により生活が苦しいです。将来の子供の学費のために貯金をしなければいけなく節約に励んでいますが足りず不安しかありません,所得制限を撤廃し、すべての子どもたちに一律に支援してください,,,,,,,,,,,,
2651,東京都,八王子,30〜39歳,女性,0,0,0,0,0,0,0,,,扶養控除がないこと。子供は産むだけじゃない。育てる方がお金がかかる。,,,,,,,,,,,,,
2652,北海道,北広島市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,物価もガソリンも消費税も上がって金銭的に辛く、習い事をさせてあげられない,"金銭的に余裕があるなら二人目を産みたかった。
日本だけ未だにリーマンショックの影響から抜け出せていなくて、政治家として恥ずかしいと思わないのですか？",,,,,,,,,,,,
2653,三重県,鈴鹿市,30〜39歳,女性,0,0,0,0,0,0,0,,,どんな手を使っても子が多く生まれる仕組みを作らないといけないと思う。今いる子らにとっても少子化は損であり、選択肢を減らすことに繋がる。,,,,,,,,,,,,,
2654,埼玉県,,30〜39歳,女性,0,0,0,0,0,0,0,,,"夫が公務員でありながら家と車の所持により子供一人でもだいぶカツカツな生活しかできない。私が望むのは夫ひとりで子供二人を育てられる世の中にする事だ。
2人働いて習い事等含む将来を考えたら1人だよね、じゃ少子化は加速するばかりだ。

少子化対策で出産一時金の値上げというズレた政府の認識にもはや恐怖を覚える。",,,,,,,,,,,,,
